Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,31.647,24.239,1003.045,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,563.0,0.0
1,613.0,31.636,24.239,1003.0432,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,613.0,0.0
2,664.0,31.636,24.239,1003.0778,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,664.0,0.0
3,715.0,31.647,24.239,1003.0778,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,715.0,0.0
4,765.0,31.647,24.239,1003.07166,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,765.0,0.0
5,817.0,31.647,24.239,1003.0432,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,817.0,0.0
6,867.0,31.647,24.231,1003.0655,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,867.0,0.0
7,918.0,31.658,24.239,1003.0655,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,918.0,0.0
8,969.0,31.647,24.239,1003.07306,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,969.0,0.0
9,1019.0,31.658,24.247,1003.08673,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1019.0,0.0
10,1071.0,31.647,24.239,1003.08673,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1071.0,0.0
11,1122.0,31.647,24.247,1003.0403,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1122.0,0.0
12,1173.0,31.658,24.239,1003.09033,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1173.0,0.0
13,1223.0,31.668,24.247,1003.10406,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1223.0,0.0
14,1274.0,31.658,24.239,1003.10406,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1274.0,0.0
15,1326.0,31.658,24.247,1003.0438,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1326.0,0.0
16,1376.0,31.668,24.231,1003.0438,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1376.0,0.0
17,1427.0,31.668,24.239,1003.0712,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1427.0,0.0
18,1478.0,31.658,24.231,1003.07983,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1478.0,0.0
19,1528.0,31.636,24.247,1003.0481,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1528.0,0.0
20,1580.0,31.679,24.239,1003.11127,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1580.0,0.0
21,1631.0,31.658,24.239,1003.11127,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1631.0,0.0
22,1682.0,31.636,24.247,1003.03876,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1682.0,0.0
23,1732.0,31.658,24.231,1003.1156,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1732.0,0.0
24,1783.0,31.658,24.247,1003.08813,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1783.0,0.0
25,1835.0,31.658,24.239,1003.08813,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1835.0,0.0
26,1885.0,31.658,24.231,1003.0976,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1885.0,0.0
27,1936.0,31.658,24.247,1003.1156,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1936.0,0.0
28,1987.0,31.668,24.231,1003.1156,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1987.0,0.0
29,2037.0,31.668,24.247,1003.08813,1.1418,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2037.0,0.0
30,2088.0,31.668,24.247,1003.11993,1.1419,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2088.0,0.0
