Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,22.123,22.965,1010.1106,1.1894,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,563.0,0.0
1,613.0,22.123,22.973,1010.0108,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,613.0,0.0
2,664.0,22.155,22.957,1010.0236,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,664.0,0.0
3,715.0,22.155,22.965,1010.0236,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,715.0,0.0
4,765.0,22.134,22.95,1010.02655,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,765.0,0.0
5,817.0,22.145,22.965,1010.03937,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,817.0,0.0
6,868.0,22.155,22.957,1010.043,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,868.0,0.0
7,918.0,22.145,22.973,1010.043,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,918.0,0.0
8,969.0,22.155,22.965,1010.00696,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,969.0,0.0
9,1019.0,22.145,22.957,1010.0197,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1019.0,0.0
10,1071.0,22.134,22.965,1010.0737,1.1894,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1071.0,0.0
11,1122.0,22.155,22.965,1010.0737,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1122.0,0.0
12,1173.0,22.134,22.965,1010.015,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1173.0,0.0
13,1223.0,22.145,22.965,1010.0016,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1223.0,0.0
14,1274.0,22.134,22.957,1010.0016,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1274.0,0.0
15,1326.0,22.155,22.965,1009.97455,1.1891,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1326.0,0.0
16,1376.0,22.145,22.965,1010.04126,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1376.0,0.0
17,1427.0,22.134,22.957,1009.9964,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1427.0,0.0
18,1478.0,22.155,22.973,1009.9964,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1478.0,0.0
19,1528.0,22.134,22.965,1009.9603,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1528.0,0.0
20,1580.0,22.155,22.965,1010.0457,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1580.0,0.0
21,1631.0,22.155,22.965,1010.0144,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1631.0,0.0
22,1682.0,22.134,22.965,1010.0144,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1682.0,0.0
23,1732.0,22.145,22.957,1010.0457,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1732.0,0.0
24,1783.0,22.134,22.957,1010.0095,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1783.0,0.0
25,1835.0,22.145,22.973,1009.96906,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1835.0,0.0
26,1885.0,22.134,22.957,1009.96906,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1885.0,0.0
27,1936.0,22.155,22.957,1009.9961,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1936.0,0.0
28,1987.0,22.134,22.965,1009.9917,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1987.0,0.0
29,2037.0,22.155,22.957,1009.9917,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2037.0,0.0
30,2088.0,22.145,22.95,1010.0592,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2088.0,0.0
31,2140.0,22.155,22.965,1010.0008,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2140.0,0.0
32,2191.0,22.155,22.957,1010.02313,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2191.0,0.0
33,2241.0,22.145,22.965,1010.02313,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2241.0,0.0
34,2292.0,22.145,22.957,1010.04095,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2292.0,0.0
35,2343.0,22.134,22.957,1009.9819,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2343.0,0.0
36,2394.0,22.155,22.957,1010.0045,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2394.0,0.0
37,2445.0,22.155,22.957,1010.0045,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2445.0,0.0
38,2496.0,22.155,22.95,1010.0005,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2496.0,0.0
39,2546.0,22.155,22.95,1009.991,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2546.0,0.0
40,2597.0,22.155,22.965,1010.072,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2597.0,0.0
41,2649.0,22.155,22.957,1010.072,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2649.0,0.0
42,2700.0,22.155,22.965,1010.02234,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2700.0,0.0
43,2750.0,22.134,22.957,1010.0275,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2750.0,0.0
44,2801.0,22.166,22.95,1010.0275,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2801.0,0.0
45,2852.0,22.155,22.965,1010.0045,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2852.0,0.0
46,2903.0,22.166,22.965,1010.03156,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2903.0,0.0
47,2954.0,22.166,22.957,1010.0275,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2954.0,0.0
48,3005.0,22.166,22.95,1010.0275,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3005.0,0.0
49,3055.0,22.155,22.965,1010.0089,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3055.0,0.0
50,3106.0,22.145,22.957,1009.96405,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3106.0,0.0
51,3158.0,22.145,22.957,1010.0545,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3158.0,0.0
52,3209.0,22.155,22.957,1010.0545,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3209.0,0.0
53,3259.0,22.177,22.965,1010.0005,1.1891,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3259.0,0.0
54,3310.0,22.166,22.973,1010.01794,1.1891,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3310.0,0.0
55,3361.0,22.155,22.95,1010.01794,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3361.0,0.0
56,3411.0,22.145,22.95,1010.068,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3411.0,0.0
57,3463.0,22.145,22.95,1010.0403,1.1893,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3463.0,0.0
58,3514.0,22.155,22.965,1009.96844,1.1891,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3514.0,0.0
59,3564.0,22.166,22.942,1009.96844,1.1891,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3564.0,0.0
60,3615.0,22.166,22.95,1010.0089,1.1891,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3615.0,0.0
61,3666.0,22.155,22.942,1009.99976,1.1892,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3666.0,0.0
