Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,21.287,24.163,1009.75916,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,563.0,0.0
1,613.0,21.276,24.148,1009.7352,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,613.0,0.0
2,664.0,21.265,24.163,1009.7342,1.1925,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,664.0,0.0
3,715.0,21.254,24.163,1009.7342,1.1925,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,715.0,0.0
4,765.0,21.287,24.155,1009.76056,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,765.0,0.0
5,817.0,21.265,24.163,1009.79596,1.1925,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,817.0,0.0
6,868.0,21.276,24.155,1009.7505,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,868.0,0.0
7,918.0,21.287,24.148,1009.7505,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,918.0,0.0
8,969.0,21.287,24.163,1009.7458,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,969.0,0.0
9,1020.0,21.276,24.163,1009.72314,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1020.0,0.0
10,1071.0,21.276,24.148,1009.74506,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1071.0,0.0
11,1122.0,21.265,24.155,1009.74506,1.1925,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1122.0,0.0
12,1173.0,21.287,24.148,1009.73596,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1173.0,0.0
13,1223.0,21.287,24.163,1009.7225,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1223.0,0.0
14,1274.0,21.287,24.155,1009.7225,1.1924,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1274.0,0.0
