Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,29.427,26.848,1003.4536,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,563.0,0.0
1,613.0,29.405,26.841,1003.41064,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,613.0,0.0
2,664.0,29.416,26.841,1003.37726,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,664.0,0.0
3,714.0,29.405,26.848,1003.37726,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,714.0,0.0
4,765.0,29.416,26.841,1003.4575,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,765.0,0.0
5,817.0,29.427,26.856,1003.41986,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,817.0,0.0
6,867.0,29.416,26.864,1003.45544,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,867.0,0.0
7,918.0,29.416,26.841,1003.45544,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,918.0,0.0
8,969.0,29.395,26.841,1003.4409,1.151,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,969.0,0.0
9,1019.0,29.427,26.848,1003.40424,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1019.0,0.0
10,1071.0,29.405,26.825,1003.40424,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1071.0,0.0
11,1122.0,29.427,26.841,1003.4495,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1122.0,0.0
12,1173.0,29.405,26.856,1003.4169,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1173.0,0.0
13,1223.0,29.405,26.856,1003.4392,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1223.0,0.0
14,1274.0,29.427,26.848,1003.4392,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1274.0,0.0
15,1326.0,29.416,26.856,1003.4075,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1326.0,0.0
16,1376.0,29.405,26.848,1003.4392,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1376.0,0.0
17,1427.0,29.405,26.841,1003.4392,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1427.0,0.0
18,1478.0,29.427,26.848,1003.4392,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1478.0,0.0
19,1528.0,29.427,26.841,1003.4339,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1528.0,0.0
20,1580.0,29.416,26.856,1003.44354,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1580.0,0.0
21,1631.0,29.448,26.848,1003.44354,1.1507,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1631.0,0.0
22,1681.0,29.427,26.841,1003.4299,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1681.0,0.0
23,1732.0,29.416,26.848,1003.40656,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1732.0,0.0
24,1783.0,29.405,26.841,1003.4392,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1783.0,0.0
25,1833.0,29.438,26.841,1003.4392,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1833.0,0.0
26,1885.0,29.427,26.833,1003.39294,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1885.0,0.0
27,1936.0,29.427,26.841,1003.42017,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1936.0,0.0
28,1986.0,29.416,26.841,1003.3889,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1986.0,0.0
29,2037.0,29.427,26.848,1003.3889,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2037.0,0.0
30,2088.0,29.427,26.848,1003.42017,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2088.0,0.0
31,2140.0,29.405,26.848,1003.4519,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2140.0,0.0
32,2190.0,29.427,26.841,1003.4519,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2190.0,0.0
33,2241.0,29.416,26.841,1003.41626,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2241.0,0.0
34,2292.0,29.427,26.841,1003.41095,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2292.0,0.0
35,2342.0,29.438,26.848,1003.42456,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2342.0,0.0
36,2394.0,29.405,26.841,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2394.0,0.0
37,2445.0,29.427,26.848,1003.41626,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2445.0,0.0
38,2495.0,29.416,26.841,1003.44354,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2495.0,0.0
39,2546.0,29.438,26.841,1003.4475,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2546.0,0.0
40,2597.0,29.416,26.841,1003.4475,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2597.0,0.0
41,2648.0,29.427,26.856,1003.3889,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2648.0,0.0
42,2699.0,29.427,26.856,1003.3836,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2699.0,0.0
43,2750.0,29.405,26.841,1003.3836,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2750.0,0.0
44,2800.0,29.405,26.841,1003.3836,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2800.0,0.0
45,2851.0,29.405,26.841,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2851.0,0.0
46,2903.0,29.416,26.841,1003.39825,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2903.0,0.0
47,2953.0,29.416,26.856,1003.39825,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2953.0,0.0
48,3004.0,29.427,26.848,1003.3889,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3004.0,0.0
49,3055.0,29.427,26.848,1003.4425,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3055.0,0.0
50,3106.0,29.416,26.841,1003.41626,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3106.0,0.0
51,3156.0,29.427,26.848,1003.41626,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3156.0,0.0
52,3208.0,29.416,26.848,1003.4025,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3208.0,0.0
53,3259.0,29.438,26.841,1003.41095,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3259.0,0.0
54,3309.0,29.416,26.848,1003.41095,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3309.0,0.0
55,3360.0,29.427,26.841,1003.3972,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3360.0,0.0
56,3411.0,29.416,26.848,1003.3972,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3411.0,0.0
57,3462.0,29.438,26.848,1003.44354,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3462.0,0.0
58,3513.0,29.438,26.841,1003.44354,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3513.0,0.0
59,3564.0,29.416,26.841,1003.4025,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3564.0,0.0
60,3614.0,29.438,26.833,1003.40656,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3614.0,0.0
61,3665.0,29.427,26.848,1003.4299,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3665.0,0.0
62,3717.0,29.416,26.833,1003.4299,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3717.0,0.0
63,3768.0,29.416,26.833,1003.44354,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3768.0,0.0
64,3818.0,29.427,26.841,1003.4612,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3818.0,0.0
65,3869.0,29.427,26.825,1003.4612,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3869.0,0.0
66,3920.0,29.416,26.848,1003.43823,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3920.0,0.0
67,3971.0,29.427,26.841,1003.40656,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3971.0,0.0
68,4022.0,29.416,26.833,1003.4299,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4022.0,0.0
69,4073.0,29.427,26.841,1003.4299,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4073.0,0.0
70,4123.0,29.427,26.841,1003.42456,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4123.0,0.0
71,4174.0,29.427,26.841,1003.4469,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4174.0,0.0
72,4226.0,29.427,26.848,1003.38794,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4226.0,0.0
73,4276.0,29.405,26.841,1003.38794,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4276.0,0.0
74,4327.0,29.416,26.848,1003.3972,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4327.0,0.0
75,4378.0,29.427,26.856,1003.4425,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4378.0,0.0
76,4428.0,29.405,26.841,1003.4425,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4428.0,0.0
77,4480.0,29.405,26.833,1003.41516,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4480.0,0.0
78,4531.0,29.438,26.848,1003.42456,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4531.0,0.0
79,4582.0,29.416,26.856,1003.40155,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4582.0,0.0
80,4632.0,29.416,26.848,1003.40155,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,4632.0,0.0
81,5686.0,29.427,26.871,1003.4562,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5686.0,1.0
82,5737.0,29.416,26.833,1003.46985,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5737.0,1.0
83,5787.0,29.416,26.848,1003.3972,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5787.0,1.0
84,5838.0,29.405,26.841,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5838.0,1.0
85,5890.0,29.416,26.841,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5890.0,1.0
86,5940.0,29.416,26.841,1003.3792,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5940.0,1.0
87,5991.0,29.427,26.841,1003.3836,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,5991.0,1.0
88,6042.0,29.427,26.848,1003.43823,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6042.0,1.0
89,6092.0,29.427,26.848,1003.43823,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6092.0,1.0
90,6144.0,29.416,26.833,1003.4289,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6144.0,1.0
91,6195.0,29.405,26.841,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6195.0,1.0
92,6245.0,29.405,26.856,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6245.0,1.0
93,6296.0,29.405,26.848,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6296.0,1.0
94,6347.0,29.405,26.848,1003.4289,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6347.0,1.0
95,6397.0,29.427,26.841,1003.42456,1.1508,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6397.0,1.0
96,6449.0,29.405,26.848,1003.42456,1.1509,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,6449.0,1.0
