Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,373224.0,29.18,27.146,1003.3806,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,51.0,0.0
1,373274.0,29.169,27.131,1003.3669,1.1518,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,101.0,0.0
2,373325.0,29.18,27.123,1003.3669,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,152.0,0.0
3,373377.0,29.202,27.123,1003.3396,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,204.0,0.0
4,373428.0,29.169,27.131,1003.3713,1.1518,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,255.0,0.0
5,373478.0,29.202,27.138,1003.3806,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,305.0,0.0
6,373529.0,29.18,27.146,1003.3806,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,356.0,0.0
7,373580.0,29.18,27.115,1003.3533,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,407.0,0.0
8,373632.0,29.191,27.146,1003.3303,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,459.0,0.0
9,373683.0,29.169,27.123,1003.3303,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,510.0,0.0
10,373733.0,29.18,27.131,1003.3396,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,560.0,0.0
11,373784.0,29.18,27.131,1003.3347,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,611.0,0.0
12,373835.0,29.18,27.131,1003.344,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,662.0,0.0
13,373886.0,29.191,27.131,1003.344,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,713.0,0.0
14,373938.0,29.169,27.138,1003.3713,1.1518,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,765.0,0.0
15,373988.0,29.202,27.138,1003.36194,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,815.0,0.0
16,374039.0,29.202,27.123,1003.3347,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,866.0,0.0
17,374090.0,29.18,27.138,1003.3347,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,917.0,0.0
18,374141.0,29.18,27.131,1003.34827,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,968.0,0.0
19,374193.0,29.191,27.138,1003.3933,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1020.0,0.0
20,374243.0,29.202,27.131,1003.3986,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1070.0,0.0
21,374294.0,29.202,27.131,1003.3986,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1121.0,0.0
22,374345.0,29.191,27.138,1003.3347,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1172.0,0.0
23,374396.0,29.191,27.123,1003.3756,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1223.0,0.0
24,374448.0,29.18,27.138,1003.3756,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1275.0,0.0
25,374498.0,29.223,27.131,1003.3839,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1325.0,0.0
26,374549.0,29.18,27.131,1003.3523,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1376.0,0.0
27,374600.0,29.202,27.138,1003.3703,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1427.0,0.0
28,374651.0,29.18,27.131,1003.3703,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1478.0,0.0
29,374702.0,29.202,27.131,1003.3703,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1529.0,0.0
30,374753.0,29.191,27.138,1003.3925,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1580.0,0.0
31,374804.0,29.202,27.138,1003.3933,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1631.0,0.0
32,374855.0,29.202,27.131,1003.3933,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1682.0,0.0
33,374906.0,29.202,27.115,1003.36096,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1733.0,0.0
34,374957.0,29.202,27.131,1003.3516,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1784.0,0.0
35,375008.0,29.212,27.131,1003.3516,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1835.0,0.0
36,375059.0,29.18,27.146,1003.3156,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1886.0,0.0
37,375110.0,29.18,27.131,1003.3653,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1937.0,0.0
38,375161.0,29.202,27.138,1003.3883,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1988.0,0.0
39,375212.0,29.202,27.138,1003.3883,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2039.0,0.0
40,375263.0,29.202,27.138,1003.3653,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2090.0,0.0
41,375314.0,29.212,27.131,1003.3147,1.1515,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2141.0,0.0
42,375365.0,29.18,27.131,1003.36096,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2192.0,0.0
43,375416.0,29.202,27.131,1003.36096,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2243.0,0.0
44,375467.0,29.202,27.131,1003.3244,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2294.0,0.0
45,375518.0,29.191,27.146,1003.342,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2345.0,0.0
46,375569.0,29.212,27.131,1003.342,1.1515,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2396.0,0.0
47,375620.0,29.202,27.146,1003.3106,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2447.0,0.0
48,375670.0,29.202,27.138,1003.35565,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2497.0,0.0
49,375721.0,29.202,27.138,1003.35565,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2548.0,0.0
50,375773.0,29.202,27.138,1003.35565,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2600.0,0.0
51,375824.0,29.18,27.146,1003.4239,1.1518,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2651.0,0.0
52,375875.0,29.212,27.138,1003.342,1.1515,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2702.0,0.0
53,375925.0,29.191,27.138,1003.3789,1.1517,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2752.0,0.0
54,375976.0,29.202,27.138,1003.3789,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2803.0,0.0
55,376028.0,29.212,27.138,1003.3653,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2855.0,0.0
56,376079.0,29.223,27.138,1003.342,1.1515,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2906.0,0.0
57,376130.0,29.202,27.138,1003.35565,1.1516,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2957.0,0.0
