Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel,ControlAutomatico
0,563.0,20.632,24.491,1009.9927,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,563.0,0.0
1,613.0,20.622,24.514,1009.98267,1.1955,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,613.0,0.0
2,664.0,20.654,24.491,1009.9551,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,664.0,0.0
3,715.0,20.632,24.506,1009.9551,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,715.0,0.0
4,765.0,20.622,24.491,1009.9363,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,765.0,0.0
5,817.0,20.622,24.506,1009.8946,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,817.0,0.0
6,867.0,20.664,24.491,1009.98413,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,867.0,0.0
7,918.0,20.664,24.491,1009.98413,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,918.0,0.0
8,969.0,20.622,24.506,1009.96094,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,969.0,0.0
9,1019.0,20.664,24.499,1010.0192,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1019.0,0.0
10,1071.0,20.654,24.521,1009.96533,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1071.0,0.0
11,1122.0,20.643,24.499,1009.96533,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1122.0,0.0
12,1173.0,20.654,24.491,1009.9425,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1173.0,0.0
13,1223.0,20.654,24.491,1009.96466,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1223.0,0.0
14,1274.0,20.632,24.514,1009.96466,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1274.0,0.0
15,1326.0,20.675,24.491,1009.95123,1.1952,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1326.0,0.0
16,1376.0,20.632,24.514,1009.9506,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1376.0,0.0
17,1427.0,20.643,24.499,1009.97815,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1427.0,0.0
18,1478.0,20.643,24.483,1009.97815,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1478.0,0.0
19,1528.0,20.622,24.506,1009.9422,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1528.0,0.0
20,1580.0,20.632,24.506,1009.97314,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1580.0,0.0
21,1631.0,20.632,24.506,1009.96405,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1631.0,0.0
22,1682.0,20.632,24.483,1009.96405,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1682.0,0.0
23,1732.0,20.632,24.499,1009.96844,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1732.0,0.0
24,1783.0,20.643,24.483,1009.9462,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1783.0,0.0
25,1835.0,20.664,24.506,1009.96405,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1835.0,0.0
26,1885.0,20.664,24.506,1009.96405,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1885.0,0.0
27,1936.0,20.622,24.506,1009.9819,1.1955,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1936.0,0.0
28,1987.0,20.654,24.506,1009.97314,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,1987.0,0.0
29,2037.0,20.664,24.499,1009.97314,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2037.0,0.0
30,2088.0,20.643,24.506,1009.99976,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2088.0,0.0
31,2140.0,20.643,24.483,1009.9866,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2140.0,0.0
32,2190.0,20.643,24.491,1009.9819,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2190.0,0.0
33,2241.0,20.654,24.491,1009.9819,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2241.0,0.0
34,2292.0,20.643,24.499,1010.0082,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2292.0,0.0
35,2343.0,20.643,24.514,1009.9903,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2343.0,0.0
36,2394.0,20.654,24.499,1009.9325,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2394.0,0.0
37,2445.0,20.632,24.499,1009.9325,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2445.0,0.0
38,2496.0,20.654,24.514,1009.95935,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2496.0,0.0
39,2546.0,20.622,24.506,1009.97284,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2546.0,0.0
40,2597.0,20.632,24.499,1009.96844,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2597.0,0.0
41,2649.0,20.643,24.491,1009.96844,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2649.0,0.0
42,2699.0,20.654,24.491,1010.0133,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2699.0,0.0
43,2750.0,20.643,24.499,1009.95935,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2750.0,0.0
44,2801.0,20.632,24.506,1009.95935,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2801.0,0.0
45,2852.0,20.643,24.506,1009.99976,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2852.0,0.0
46,2903.0,20.643,24.499,1009.9459,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2903.0,0.0
47,2954.0,20.643,24.506,1009.99976,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,2954.0,0.0
48,3005.0,20.643,24.491,1009.99976,1.1954,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3005.0,0.0
49,3055.0,20.654,24.514,1009.9863,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3055.0,0.0
50,3106.0,20.664,24.499,1009.97314,1.1953,0.0,14.0,0.0,220.0,0.0,633.64,0.0,0.0,3106.0,0.0
